geoid,b19013001,b19013001_moe
14000US35001004739,41859,7531
14000US35001004740,41809,8129
14000US35001004734,37640,5541
14000US35001004735,42685,7602
14000US35001004736,31338,2892
14000US35001004737,56278,5977
14000US35001004743,68295,10093
14000US35001940500,97762,6152
14000US35001004741,33397,10401
14000US35001004744,87675,5564
14000US35001004745,82411,9037
14000US35006945800,24196,3549
14000US35001940600,76347,6736
14000US35001004750,60774,8377
14000US35001004751,68098,10155
14000US35001004752,71705,10240
14000US35001004753,76389,13061
14000US35001004746,68005,8450
14000US35001004747,68659,7544
14000US35001004748,78965,6618
14000US35001004749,38301,3261
14000US35001940700,33536,5160
14000US35006946100,34483,5856
14000US35003976400,42480,6192
14000US35005000201,44286,16983
14000US35039000200,,
14000US35005000202,41818,14317
14000US35039000300,,
14000US35039000400,,
14000US35005000800,45787,11747
14000US35039000500,,
14000US35039940700,,
14000US35039940800,,
14000US35039941000,,
14000US35039944100,,
14000US35005000300,36210,4752
14000US35005000400,35810,5735
14000US35005000500,26362,3372
14000US35005000600,36424,5448
14000US35005000900,63984,24698
14000US35005000700,40721,6749
14000US35005001001,77633,7325
14000US35005001002,61522,11841
14000US35005001101,37083,4714
14000US35005001102,49222,11799
14000US35007950600,27471,2995
14000US35005001200,39826,11391
14000US35005001300,40598,5822
14000US35005001400,41327,1944
14000US35006941500,42813,5227
14000US35006974201,28487,6056
14000US35006974202,44531,12431
14000US35006974400,41017,7366
14000US35006974700,51175,12824
14000US35007950700,41074,9344
14000US35007950500,34786,6617
14000US35009000100,25981,2079
14000US35009000201,47778,9956
14000US35009000202,40417,7214
14000US35013000102,41119,3608
14000US35009000601,48333,4582
14000US35009000602,76635,12560
14000US35009000603,48468,7772
14000US35009000900,51520,6873
14000US35009000301,35230,10324
14000US35009000303,51190,10510
14000US35009000304,68639,8343
14000US35009000400,31699,6784
14000US35009000500,39111,6821
14000US35011960100,31028,6138
14000US35013000103,32219,5823
14000US35013000104,66192,6584
14000US35013000201,31329,2840
14000US35013000202,43882,13686
14000US35013000300,47560,9835
14000US35013001103,52940,3445
14000US35013000401,19688,7509
14000US35013000402,32377,14409
14000US35013000500,26818,6560
14000US35013000600,23214,9576
14000US35013000700,27341,8675
14000US35013000800,29667,6750
14000US35013000900,21813,3816
14000US35013001000,16809,3399
14000US35013001102,43686,5395
14000US35013001104,45635,14784
14000US35013001201,47174,10608
14000US35013001203,35156,7856
14000US35013001204,95882,9249
14000US35013001205,59336,8693
14000US35013001702,44583,12529
14000US35013001303,60711,14479
14000US35013001304,47429,6291
14000US35013001305,32966,5234
14000US35013001306,62893,11345
14000US35013001307,39487,11606
14000US35013001400,21667,7593
14000US35013001500,58456,11743
14000US35013001600,32222,5641
14000US35013001701,50450,10796
14000US35013001703,48043,5429
14000US35013001705,27813,4677
14000US35013001706,21107,1915
14000US35013001801,39055,7575
14000US35013001707,27182,4148
14000US35013001802,28513,6922
14000US35015000402,42958,10425
14000US35013001804,32054,5779
14000US35013001805,23807,7318
14000US35013001806,23434,3764
14000US35013001900,52946,7081
14000US35015000100,47813,11438
14000US35015000200,84077,19665
14000US35015000300,73034,6540
14000US35015000401,62266,5013
14000US35015000900,64673,14189
14000US35015001000,50918,12574
14000US35015001100,49856,11149
14000US35017964100,46698,10973
14000US35015000500,42175,8820
14000US35017964200,43824,7025
14000US35015000600,66290,21086
14000US35015000700,72135,6452
14000US35015000800,43438,13519
14000US35025000100,52339,13724
14000US35017964800,44412,6977
14000US35019961600,24085,4362
14000US35021000100,30875,4943
14000US35023970000,40909,13853
14000US35023970200,33477,13266
14000US35017964300,36288,8489
14000US35025000200,43359,13530
14000US35025000300,35759,13535
14000US35017964400,29531,3055
14000US35025000400,24628,14739
14000US35017964500,36481,7144
14000US35017964600,32717,4042
14000US35025000503,72462,9193
14000US35025000502,57270,6207
14000US35017964700,49087,10352
14000US35025001004,59750,14324
14000US35025000504,85850,8349
14000US35025000600,67849,7704
14000US35025000701,85703,17695
14000US35025000702,70000,11345
14000US35025001005,50677,7053
14000US35025001100,58287,8484
14000US35025000703,91204,20209
14000US35027960200,35170,7407
14000US35025000704,67565,12941
14000US35027960300,42896,9670
14000US35025000800,69188,8722
14000US35028000400,84000,8056
14000US35025000900,56337,5819
14000US35025001003,50983,5038
14000US35027960400,41794,13725
14000US35027960600,50313,7647
14000US35027960800,35532,11623
14000US35028000100,134943,14344
14000US35028000200,106489,19696
14000US35028000500,135214,17004
14000US35029000100,28493,6410
14000US35029000400,27836,3812
14000US35029000200,33342,9002
14000US35029000500,27962,7581
14000US35029000300,23015,5705
14000US35029000600,19235,5396
14000US35031943500,38567,2770
14000US35031940300,39393,4114
14000US35031943902,29347,6074
14000US35031940500,24864,5022
14000US35031943600,21467,1935
14000US35031943700,26532,2927
14000US35031943800,27078,2322
14000US35031943901,22963,2858
14000US35031944000,22465,3529
14000US35031945200,38640,20650
14000US35031945500,57575,15235
14000US35031945300,19138,5393
14000US35031945600,44286,19207
14000US35031945400,43988,12990
14000US35031945700,29241,4536
14000US35033955200,26968,5927
14000US35035000305,43668,7306
14000US35035000100,25254,3693
14000US35035000200,29750,5961
14000US35035000303,39303,6460
14000US35035000304,65577,13352
14000US35031946000,19522,3064
14000US35031973100,66280,8025
14000US35035000306,65558,10765
14000US35035000401,42972,6184
14000US35035000601,46461,3830
14000US35035000402,55179,9338
14000US35035000602,40556,6660
14000US35035000902,19334,3363
14000US35035000500,38615,8815
14000US35035940000,33796,5414
14000US35035000603,47591,12281
14000US35041000100,35787,10042
14000US35035000700,47738,8329
14000US35035000901,53979,6372
14000US35037958601,26389,3215
14000US35037958602,21969,2360
14000US35037958900,32813,8354
14000US35039000100,,
14000US35041000200,25288,8141
14000US35041000300,45972,12122
14000US35043010503,39870,11546
14000US35043010705,55728,7167
14000US35041000401,48500,8763
14000US35043010712,54750,5997
14000US35043010601,84355,10908
14000US35041000402,50174,8759
14000US35043010602,78152,3306
14000US35043010713,45275,7970
14000US35043010716,42472,7924
14000US35043010714,54329,8191
14000US35043010715,45254,6714
14000US35043010702,72636,11084
14000US35043010703,73898,4853
14000US35043010717,70357,11460
14000US35043010718,84339,8342
14000US35043010721,55315,6699
14000US35043011000,44637,4557
14000US35043010719,59226,9416
14000US35043011100,67857,13355
14000US35043010722,60160,8192
14000US35043010723,63367,6642
14000US35043011200,41510,7316
14000US35043010720,89423,17354
14000US35043940200,35119,2604
14000US35043010900,36293,7018
14000US35043940500,38485,3047
14000US35045000201,91455,9876
14000US35043940300,,
14000US35043940600,37500,7686
14000US35045000202,95431,14379
14000US35043940700,49286,16093
14000US35045000204,57100,6601
14000US35045000401,67750,17308
14000US35043940900,15670,1439
14000US35045000402,36091,8455
14000US35045000205,37753,7374
14000US35045000100,37534,11854
14000US35045000301,60104,15956
14000US35045000503,42712,3823
14000US35045000607,55526,11006
14000US35045000504,65222,10763
14000US35045000505,53125,15853
14000US35045000302,56023,5391
14000US35045000608,69521,10447
14000US35045000612,52959,12398
14000US35045000609,36604,4663
14000US35045000613,54426,9228
14000US35045000702,63693,9145
14000US35045000707,59402,17630
14000US35045000610,42103,6912
14000US35045000708,38844,11420
14000US35045000705,57545,11128
14000US35045000611,56776,12597
14000US35045000706,48125,16528
14000US35045000900,64531,18646
14000US35045943300,54375,19175
14000US35045942801,37125,3398
14000US35045942802,42895,9925
14000US35045942803,26522,5564
14000US35047957200,30122,3779
14000US35045942900,23806,2675
14000US35045943000,37258,3821
14000US35047957300,15909,12373
14000US35045943100,35268,5464
14000US35047957600,35019,5917
14000US35047957400,33224,8617
14000US35047957700,31134,8349
14000US35045943201,29135,4625
14000US35047957500,35758,6213
14000US35049000800,57577,13092
14000US35049000300,52969,22892
14000US35049000400,59625,35929
14000US35047957800,25833,7494
14000US35049000101,85977,24590
14000US35049000200,68412,4776
14000US35049000900,60558,8302
14000US35049000500,74239,22789
14000US35049001001,59955,8988
14000US35049000600,68243,11303
14000US35049001002,36575,7247
14000US35049000700,38407,9680
14000US35049001102,54361,5520
14000US35049001103,51034,4816
14000US35049001303,60342,4798
14000US35049001105,64674,7124
14000US35049001106,45739,5389
14000US35049001107,55943,12390
14000US35049001202,39493,11235
14000US35049001203,45282,6200
14000US35049001204,48454,5838
14000US35049001205,48269,8426
14000US35049001304,58333,12637
14000US35049001301,62473,4575
14000US35049010102,36218,8986
14000US35049001302,48449,6399
14000US35049010203,50250,33440
14000US35049010304,82000,20662
14000US35049010204,147604,55028
14000US35049010500,104402,6758
14000US35049010308,45927,3099
14000US35049010309,55038,10045
14000US35049010310,57460,10637
14000US35049010311,72845,16391
14000US35049010312,53648,17031
14000US35049010314,70208,14296
14000US35049010315,66538,17769
14000US35049010316,91250,18109
14000US35049010601,72946,16126
14000US35049010400,102070,11802
14000US35049010602,80296,9020
14000US35049010603,63484,8565
14000US35049010700,83606,7860
14000US35049010800,74513,16052
14000US35051962401,43669,12304
14000US35049010900,97279,19614
14000US35049940300,50341,5232
14000US35049940400,51685,8835
14000US35049940500,43958,5577
14000US35049940600,52260,3469
14000US35049940900,31361,2518
14000US35049980000,,
14000US35051962200,26132,3487
14000US35051962300,28750,3615
14000US35051962402,32482,11481
14000US35053940000,13274,4674
14000US35053978100,42181,9685
14000US35053978200,38224,11886
14000US35053978301,41607,6675
14000US35057963202,37227,7279
14000US35053978302,42112,6663
14000US35053978303,28685,2024
14000US35055940000,32102,3245
14000US35055940100,36764,5461
14000US35055952100,37996,9375
14000US35055952300,30712,7972
14000US35055952600,34894,7173
14000US35055952700,42636,7500
14000US35057963201,38533,9995
14000US35061970303,56660,7038
14000US35061970401,48750,10993
14000US35061970101,26398,5762
14000US35057963600,35757,10514
14000US35061970404,52635,5775
14000US35061970405,62300,10033
14000US35057963700,43625,6972
14000US35061970700,57465,17394
14000US35059950200,37936,4381
14000US35061940300,38958,10466
14000US35061971300,37500,9449
14000US35061970800,37095,4828
14000US35061970901,34909,6016
14000US35061970902,36585,8240
14000US35061971000,38197,7432
14000US35061971100,36917,18538
14000US35061970102,43363,7884
14000US35061971400,68281,22480
14000US35061970200,50227,13032
14000US35061970301,31752,12615
14000US32003000106,22326,8956
14000US35061970302,43542,4819
14000US32001950600,65360,15431
14000US32001950700,61548,23988
14000US32001950100,67625,7675
14000US32001950301,34127,3427
14000US32001950302,43951,6054
14000US32001950400,39241,3526
14000US32003000107,36027,4661
14000US32001950500,47308,5686
14000US32003000101,57945,6203
14000US32003000103,36239,2699
14000US32003000108,36786,4022
14000US32003000105,51396,14283
14000US32003000109,39464,14384
14000US32003005337,99196,12895
14000US32003000201,30727,5454
14000US32003000203,31687,8966
14000US32003000204,66897,15059
14000US32003000401,16575,2648
14000US32003000514,33254,4526
14000US32003000402,18053,7025
14000US32003000403,16974,3729
14000US32003000510,44727,6051
14000US32003000513,34185,1456
14000US32003000301,34345,3869
14000US32003000302,21880,5021
14000US32003000515,35863,3856
14000US32003000518,34726,3533
14000US32003000516,31985,10731
14000US32003000519,34028,9618
14000US32003000517,42045,5714
14000US32003000520,35994,7096
14000US32003000527,45956,8543
14000US32003000521,20592,1758
14000US32003000522,23438,4232
14000US32003000523,24054,2490
14000US32003000524,23365,3920
14000US32003000525,29559,3581
14000US32003000526,45565,4662
14000US32003000528,29156,2283
14000US32003005338,50705,6875
14000US32003000900,41250,15691
14000US32003000600,20090,2718
14000US32003001003,56050,13343
14000US32003000700,25185,7406
14000US32003001004,38616,2756
14000US32003000800,19889,2725
14000US32003001005,83487,11721
14000US32003001006,64100,11726
14000US32003001402,42301,9518
14000US32003001100,20649,4106
14000US32003005341,87375,15431
14000US32003001501,22330,7693
14000US32003001608,30417,5305
14000US32003001200,37037,7834
14000US32003001502,29892,3528
14000US32003001300,52832,10531
14000US32003001401,25653,6308
14000US32003001607,26304,7617
14000US32003001609,54792,8475
14000US32003005342,69833,10485
14000US32003001610,61394,12366
14000US32003001611,40781,8567
14000US32003001612,27367,6225
14000US32003001714,67353,10216
14000US32003001613,50071,12060
14000US32003001706,47600,10616
14000US32003001707,38702,7050
14000US32003001709,58500,13874
14000US32003001710,37564,6732
14000US32003001715,52411,4415
14000US32003001711,32044,5361
14000US32003001712,42194,7855
14000US32003001713,57697,5053
14000US32003001708,53965,7137
14000US32003001716,60521,7571
14000US32003001801,40721,6180
14000US32003001717,104286,27820
14000US32003001718,37227,13019
14000US32003002206,36801,3151
14000US32003001803,37917,13956
14000US32003001804,34482,5242
14000US32003001901,28244,5573
14000US32003001902,45417,8244
14000US32003002000,36129,5271
14000US32003002207,27326,3385
14000US32003002201,24020,5518
14000US32003002203,36437,6166
14000US32003002204,31136,5724
14000US32003002302,52917,10100
14000US32003002303,109250,45487
14000US32003002404,23273,3298
14000US32003002605,23534,6211
14000US32003002403,24702,8997
14000US32003002706,28640,5336
14000US32003002504,38750,11927
14000US32003002505,32386,4415
14000US32003002506,33312,4285
14000US32003002405,27656,8808
14000US32003002406,25554,4516
14000US32003002501,37215,4994
14000US32003002707,60786,8874
14000US32003002603,23867,2900
14000US32003002708,29142,2899
14000US32003002604,32957,6436
14000US32003002808,89500,9745
14000US32003003213,52115,10489
14000US32003002810,41643,4749
14000US32003002822,44961,3898
14000US32003002811,84044,6862
14000US32003002814,86806,9384
14000US32003002821,37712,3696
14000US32031003204,95521,25384
14000US32003002823,34384,3122
14000US32003002824,77381,6823
14000US32003002826,66270,3994
14000US32003002825,62163,6327
14000US32003003214,50318,11857
14000US32003002830,54485,11991
14000US32003002827,50345,7701
14000US32003002828,60817,9671
14000US32003002829,83917,12733
14000US32003002831,58079,12075
14000US32031003305,62917,16543
14000US32003002832,54533,11094
14000US32003002833,70069,5087
14000US32003002836,64679,9773
14000US32003002834,67394,7197
14000US32003002837,82564,25687
14000US32003002843,77876,6077
14000US32003002838,72482,19169
14000US32003002841,81765,8745
14000US32003002842,71923,10674
14000US32003002844,64966,9305
14000US32003002845,53182,6887
14000US32003002846,62865,12249
14000US32003002847,37473,4401
14000US32031980300,,
14000US32003002848,55974,5721
14000US32003002905,40155,5480
14000US32003002915,52393,11658
14000US32003002916,51591,7165
14000US32003002939,103958,26716
14000US32003002919,55897,10325
14000US32003002935,53875,12100
14000US32003002940,61811,8681
14000US32003002936,54096,10184
14000US32003002941,43854,6155
14000US32003002937,45455,6642
14000US32003002942,47684,9363
14000US32003002938,70673,22753
14000US32031990000,,
14000US32003002950,52842,11797
14000US32003002944,53601,5903
14000US32003002946,48929,6330
14000US32003002947,85962,10815
14000US32003002948,54920,11378
14000US32003002951,54395,4856
14000US32003002949,58242,5495
14000US32003002952,44207,7213
14000US32003002953,61042,5962
14000US32003002954,31979,2765
14000US32003002964,41750,9947
14000US32003002956,48397,4472
14000US32003002957,85909,39740
14000US32003002958,52236,5262
14000US32003002961,69464,11279
14000US32003002962,43500,14064
14000US32003002965,30014,3857
14000US32003002966,32207,2217
14000US32003002967,47895,11205
14000US32031990100,,
14000US32003002968,59191,8956
14000US32003002969,48482,6641
14000US32003002970,41635,10670
14000US32003002975,61773,10247
14000US32003002974,72700,16461
14000US32003002976,59261,8285
14000US32003002977,101607,20790
14000US32003002978,88304,10039
14000US32003002979,76367,14785
14000US32003005502,82593,12206
14000US32003002980,61351,14276
14000US32003002981,69221,4814
14000US32003002982,75014,9672
14000US32003002835,53311,4906
14000US32003003005,58229,8511
14000US32003002996,32059,3566
14000US32003003001,62276,7792
14000US32003003006,51875,13824
14000US32003003003,66213,18093
14000US32003002983,69549,5999
14000US32003003102,41384,2006
14000US32003002984,76550,6463
14000US32003003004,46162,12044
14000US32003003103,53388,7466
14000US32003002985,77736,9008
14000US32003003215,69388,11985
14000US32003002995,35266,5343
14000US32003003104,40604,3615
14000US32003003204,79474,25062
14000US32003003208,121406,19441
14000US32003003218,107244,24460
14000US32003003210,59429,7321
14000US32003003222,73958,8918
14000US32003003219,62798,16082
14000US32003003223,110486,10843
14000US32003003211,47283,4537
14000US32003003220,47013,8143
14000US32003003226,132734,20899
14000US32003003227,81875,12569
14000US32003003233,95673,10194
14000US32003003228,64193,6613
14000US32003003229,69722,19292
14000US32003003230,72423,9802
14000US32003003231,90786,8423
14000US32003003232,106920,12523
14000US32003003234,66341,5110
14000US32003003244,70776,9272
14000US32003003235,50559,6146
14000US32003003236,78750,12160
14000US32003003237,72328,6709
14000US32003003238,59586,4216
14000US32003003239,77547,4682
14000US32003003240,92628,10691
14000US32003003241,58590,8821
14000US32003003242,151932,20447
14000US32003003245,73328,4692
14000US32003003243,87083,17560
14000US32003003246,70227,12524
14000US32003003249,100509,15373
14000US32003003247,79159,7941
14000US32003003250,89464,12290
14000US32003003248,63956,9832
14000US32003003251,139844,16923
14000US32003003303,47425,3836
14000US32003003252,86538,15963
14000US32003005503,59292,9214
14000US32003003253,53963,10337
14000US32003003254,40682,9082
14000US32003003260,49447,5596
14000US32003003261,62071,11473
14000US32003003305,73356,11753
14000US32003003262,62601,6625
14000US32003003306,71250,8631
14000US32003003307,66994,9354
14000US32003003317,70850,5059
14000US32003003312,121058,13717
14000US32003003313,81146,5439
14000US32003003314,108305,4892
14000US32003003315,76774,5253
14000US32003003318,75763,5515
14000US32003003319,82957,4994
14000US32003003320,70492,18412
14000US32003003412,58789,5955
14000US32003003321,123750,21905
14000US32003003408,66891,12417
14000US32003003409,54139,7050
14000US32003003410,62036,11002
14000US32003003411,47750,9167
14000US32003003413,41303,6883
14000US32003003414,91250,19954
14000US32003003415,44422,7057
14000US32003003416,71513,16140
14000US32003003418,39932,12601
14000US32003003422,39181,3401
14000US32003003419,46021,2298
14000US32003003420,34667,8490
14000US32003003421,53884,7397
14000US32003003621,52353,7067
14000US32003003308,99583,9993
14000US32003003309,92674,16596
14000US32003003310,125030,11148
14000US32003003311,85888,9463
14000US32003003316,106563,14690
14000US32003003423,39855,8810
14000US32003003426,51222,14485
14000US32003003427,44938,11355
14000US32003003428,39511,9621
14000US32003003612,63662,4438
14000US32003003429,39533,4166
14000US32003003430,25665,2902
14000US32003003431,33697,6200
14000US32003005504,68929,16976
14000US32003003500,36927,5894
14000US32003003607,70133,16966
14000US32003003609,63542,6332
14000US32003003610,68953,7594
14000US32003003613,59091,4846
14000US32003003615,45199,7527
14000US32003003616,36000,12285
14000US32003003626,88571,14608
14000US32003003622,81546,11858
14000US32003003623,58577,5116
14000US32003003624,64286,15683
14000US32003003625,56080,8971
14000US32003003634,58964,11593
14000US32003003635,61979,12125
14000US32003003636,86250,13736
14000US32003003637,62853,9332
14000US32003003642,74046,5633
14000US32003003643,56673,7380
14000US32003003644,50625,6642
14000US32003003617,47375,24508
14000US32003003618,75421,10530
14000US32003003619,129247,5935
14000US32003003620,101346,8920
14000US32003003630,68277,8520
14000US32003003631,68227,11225
14000US32003003632,55521,15852
14000US32003003633,52672,8484
14000US32003003638,60495,4504
14000US32003003639,60125,8164
14000US32003003640,56420,7124
14000US32003003641,67059,13367
14000US32003003700,32432,17155
14000US32003003627,65951,5080
14000US32003003800,23164,5144
14000US32003003628,66473,5000
14000US32003003629,63604,16905
14000US32003004401,35594,4175
14000US32003004703,35066,10645
14000US32003004402,27311,5115
14000US32003004500,39583,7033
14000US32003004707,46164,7522
14000US32003004601,35710,9305
14000US32003004000,31601,6723
14000US32003004602,31029,6887
14000US32003004709,31985,6863
14000US32003004100,46690,4371
14000US32003004710,28563,5141
14000US32003004200,43553,10763
14000US32003004301,27652,5084
14000US32003004716,42534,3836
14000US32003004302,26978,3869
14000US32003004712,26318,6472
14000US32003004713,31293,6593
14000US32003004714,49813,8399
14000US32003004717,46161,14458
14000US32003004715,44848,7999
14000US32003004912,42940,6112
14000US32003004907,83995,8767
14000US32003004914,70405,6838
14000US32003004911,36901,4535
14000US32003004910,54565,8230
14000US32003004915,56364,18102
14000US32003004916,54034,5680
14000US32003004926,51653,4525
14000US32003004921,42566,8384
14000US32003004917,62679,15744
14000US32003004918,69167,10647
14000US32003005005,26033,5098
14000US32003004919,69063,13621
14000US32003004920,43906,9911
14000US32003005011,39181,6264
14000US32003005012,55391,15174
14000US32003005013,53333,6053
14000US32003005014,37118,11553
14000US32003005102,63250,6460
14000US32003005103,52953,10063
14000US32003005104,59926,12831
14000US32003005105,64413,6199
14000US32003005106,62132,18141
14000US32003005316,72179,10180
14000US32003005317,57902,9465
14000US32003005318,99514,17735
14000US32003005319,74844,20293
14000US32003005320,53397,8621
14000US32003004923,62955,13608
14000US32003004924,48348,14961
14000US32003004925,46596,3321
14000US32003005015,56320,10006
14000US32003005016,55995,10810
14000US32003005017,66875,5595
14000US32003005101,49682,12075
14000US32003005107,63255,7542
14000US32003005108,57500,9335
14000US32003005109,63452,4273
14000US32003005200,29317,4385
14000US32003005311,70114,8850
14000US32003005312,74213,7483
14000US32003005313,81121,14414
14000US32003005314,94397,14587
14000US32003005315,71125,5293
14000US32003005006,34814,4976
14000US32003005007,51864,9185
14000US32003005321,83291,7535
14000US32003005343,64111,7871
14000US32003005010,29398,2364
14000US32003005346,62047,16569
14000US32003005322,79779,4616
14000US32003005349,83640,11016
14000US32003005333,86842,15107
14000US32003005335,78077,11275
14000US32003005336,50000,12553
14000US32003005347,78433,6945
14000US32003005348,106383,10497
14000US32003005702,30500,6212
14000US32003005350,100987,17087
14000US32003005351,63750,8443
14000US32003005358,107770,4855
14000US32003005353,75308,9379
14000US32003005352,108942,25607
14000US32003005354,75292,17545
14000US32003005359,86525,9789
14000US32003005804,54029,6618
14000US32003005360,65362,9823
14000US32003005355,71902,12865
14000US32003005423,46477,14099
14000US32003005356,94648,14885
14000US32003005357,76063,23300
14000US32003005421,27411,8380
14000US32003005422,45450,15500
14000US32003005432,69835,12446
14000US32003005436,68347,8153
14000US32003005607,41932,4588
14000US32003005433,80028,10007
14000US32003005612,43077,19417
14000US32003005437,96422,13196
14000US32003005434,88750,6007
14000US32003005438,37951,16852
14000US32003005613,74018,8639
14000US32003005435,76383,11062
14000US32003005614,42813,8011
14000US32003005439,51086,7438
14000US32003005703,29438,3544
14000US32003005501,49375,5111
14000US32003005615,47614,7624
14000US32003005713,74301,11021
14000US32003005805,72649,14300
14000US32003005704,34679,3493
14000US32003005806,75758,13381
14000US32003005714,68806,8652
14000US32003005705,38258,8495
14000US32003005715,140714,21204
14000US32003005807,68846,5277
14000US32003005711,110556,12781
14000US32003005808,56563,9109
14000US32003005716,71786,5766
14000US32003005712,88173,11904
14000US32003005803,66667,12969
14000US32003005811,66429,7047
14000US32003005809,50413,9624
14000US32003005824,89866,13941
14000US32003005825,47888,8587
14000US32003005813,56919,6861
14000US32003005829,64334,5328
14000US32003005818,57625,17593
14000US32003005822,116525,9882
14000US32003005823,130888,22096
14000US32003005826,64185,9929
14000US32003005827,88634,9098
14000US32003005828,83892,9739
14000US32003005830,67595,12620
14000US32003005833,87470,5995
14000US32003005831,89844,20221
14000US32003005834,89028,11485
14000US32003005832,96771,7796
14000US32003005835,122860,33077
14000US32003005836,74185,10687
14000US32003005837,89412,6515
14000US32003005838,87775,5752
14000US32003005846,86455,9887
14000US32003005839,104375,15459
14000US32003005840,82019,8980
14000US32003005841,129756,20685
14000US32003005842,128125,45312
14000US32003005847,76307,7743
14000US32003005843,78333,19985
14000US32003005850,84699,12314
14000US32003005848,44417,5904
14000US32003005851,63393,10210
14000US32003005844,78393,9375
14000US32003005849,63583,22824
14000US32003005845,75778,7017
14000US32003005852,88800,6039
14000US32003005904,68729,5488
14000US32003005853,60533,8203
14000US32003005905,39699,7387
14000US32005001300,96250,24373
14000US32003005854,59381,7625
14000US32003005855,85307,14445
14000US32003006001,35323,4111
14000US32003005856,94681,16665
14000US32003005902,62560,21087
14000US32003006202,47595,2901
14000US32003006103,45909,8752
14000US32003006203,55417,13953
14000US32003005903,64083,8763
14000US32003006104,79429,11053
14000US32003006204,58750,7711
14000US32003006201,31528,3639
14000US32003006700,78250,10670
14000US32003007600,65000,11078
14000US32005001400,57247,5351
14000US32005001500,50700,9491
14000US32005001600,87917,23477
14000US32005001700,58833,12927
14000US32005001800,58689,4701
14000US32005001900,114000,75412
14000US32003006800,32188,2320
14000US32003006900,53056,18025
14000US32003007100,35833,5326
14000US32003007200,32233,3847
14000US32003007500,88889,25131
14000US32005002000,60226,3740
14000US32005002100,75990,8332
14000US32005002200,85177,9703
14000US32005002300,85000,13860
14000US32005002400,47262,7523
14000US32005002500,47031,6211
14000US32005990000,,
14000US32007950200,62697,11322
14000US32003007800,29600,3237
14000US32005001000,64947,6542
14000US32005001100,51790,7323
14000US32007950701,104267,12519
14000US32005001200,47560,7664
14000US32007950800,66917,18847
14000US32007950702,85233,9454
14000US32007951700,30096,12848
14000US32007950900,64931,16191
14000US32007951000,63036,11801
14000US32007951201,113378,9262
14000US32007951202,60531,5697
14000US32009950100,40000,7903
14000US32007951300,55125,12013
14000US32007951401,73354,8053
14000US32011000100,77625,23084
14000US32007951402,106346,18226
14000US32013010500,63393,9476
14000US32007951500,55683,4777
14000US32013010600,50962,16907
14000US32007951600,79740,8480
14000US32019960301,49451,6241
14000US32013010701,63843,4766
14000US32013010702,115550,10685
14000US32015000300,93583,12326
14000US32019960302,61589,6233
14000US32017950100,53199,17981
14000US32019960101,67345,5665
14000US32019960303,63201,5380
14000US32019960102,58301,14155
14000US32017950200,60160,9073
14000US32019960103,48816,4218
14000US32019960800,57900,11931
14000US32019960201,46633,8678
14000US32019960900,38804,9420
14000US32019960202,38750,3174
14000US32023960406,54036,3387
14000US32023960401,44403,5796
14000US32021970700,48980,13171
14000US32021970800,35223,8691
14000US32023960100,59618,16477
14000US32023960200,37746,6909
14000US32023980500,,
14000US32023960300,37537,11196
14000US32023960402,29771,6009
14000US32027960100,50846,4691
14000US32023960403,41191,5270
14000US32029970200,62284,5795
14000US32023960404,49199,7915
14000US32031000101,34861,7968
14000US32023960405,39881,4329
14000US32031001009,39237,5596
14000US32031000700,35868,5615
14000US32031000102,20714,3585
14000US32031000201,33898,7009
14000US32031000202,28065,9792
14000US32031000300,41296,10013
14000US32031000400,59239,7865
14000US32031001010,100345,11763
14000US32031000900,28870,2973
14000US32031001011,122708,10402
14000US32031001005,49485,9056
14000US32031001015,94196,19526
14000US32031001012,82159,11101
14000US32031001008,30979,3025
14000US32031001013,140510,11495
14000US32031001014,65179,18887
14000US32031001502,30434,10855
14000US32031001201,53525,9940
14000US32031001101,73895,15754
14000US32031001103,123293,21434
14000US32031001104,101474,6973
14000US32031001105,108285,8728
14000US32031001701,30163,10503
14000US32031001802,28500,4310
14000US32031001702,46167,8185
14000US32031001801,30547,3564
14000US32031001901,30543,1857
14000US32031002105,56717,9321
14000US32031001902,32882,5950
14000US32031002103,74196,12370
14000US32031002104,63214,8561
14000US32031002106,63462,5688
14000US32031002107,35353,3388
14000US32031002205,55222,10226
14000US32031002204,40801,2022
14000US32031002210,115104,16091
14000US32031002206,66267,7890
14000US32031002207,100341,6315
14000US32031002211,38401,3475
14000US32031002208,92609,15880
14000US32031002209,107662,12840
14000US32031002212,32813,11696
14000US32031002301,97538,5900
14000US32031002401,78125,11479
14000US32031002302,69479,23353
14000US32031002410,54721,5383
14000US32031002406,50543,5104
14000US32031002407,68533,10343
14000US32031002408,87656,12528
14000US32031002409,94813,6455
14000US32031002411,64688,10377
14000US32031002412,95375,6548
14000US32031002610,60086,5879
14000US32031002500,57440,7151
14000US32031002603,100391,16945
14000US32031002614,49454,5111
14000US32031002611,69545,4662
14000US32031002612,68814,9325
14000US32031002615,61429,12502
14000US32031002613,72703,2908
14000US32031002616,55556,7802
14000US32031002618,76250,13863
14000US32031002617,62228,5872
14000US32031002619,58083,3787
14000US32031002706,55600,4740
14000US32031002703,32264,5717
14000US32031002707,50331,5476
14000US32031002704,41567,7776
14000US32031002705,65625,11045
14000US32031002801,52845,9179
14000US32031002802,51400,5807
14000US32031002901,70100,14340
