geoid,b19013001,b19013001_moe
14000US06013351103,80938,15861
14000US06013349000,117750,13693
14000US06013350000,126027,25644
14000US06013351101,63819,5017
14000US06013354002,244894,16118
14000US06013351200,213945,44354
14000US06013352101,185962,28888
14000US06013352102,193274,32953
14000US06013352201,117622,18877
14000US06013352202,123571,26105
14000US06013353001,219038,29326
14000US06013355107,104821,14105
14000US06013355108,106016,4754
14000US06013353002,213125,35868
14000US06013355109,107289,23922
14000US06013354001,166518,17690
14000US06013355110,81484,9506
14000US06013355111,95673,15055
14000US06013355301,124402,11880
14000US06013355112,190635,38672
14000US06013355113,205385,24254
14000US06013355114,194387,21890
14000US06013355115,117417,24563
14000US06013355116,195074,17028
14000US06013355117,250001,
14000US06013355200,112352,24313
14000US06013355302,220824,22211
14000US06013355304,144928,10587
14000US06017030302,36346,9230
14000US06013355306,126481,12592
14000US06013356002,144514,12566
14000US06013356001,100292,13374
14000US06013357000,88611,21522
14000US06013359203,104823,6023
14000US06013358000,62589,8150
14000US06013359102,87609,15527
14000US06013359103,81481,12302
14000US06013359104,73526,14802
14000US06013359105,126944,19369
14000US06013359202,103144,11377
14000US06013359204,112031,20794
14000US06013360200,80325,9851
14000US06013360101,87778,18063
14000US06013361000,81992,8353
14000US06013362000,80294,15882
14000US06013363000,83161,3774
14000US06013366002,55472,5540
14000US06013367100,52482,15872
14000US06013367200,55200,9506
14000US06013364002,72047,11111
14000US06013365002,50833,10857
14000US06013365003,64762,14960
14000US06013366001,59863,7930
14000US06013360102,115865,16828
14000US06013368001,50385,9449
14000US06013371000,80056,2600
14000US06017030401,72042,12028
14000US06013368002,46833,7790
14000US06013369001,40979,6940
14000US06013372000,65313,16067
14000US06013369002,57875,19639
14000US06013373000,52944,3653
14000US06013370000,94896,9815
14000US06013374000,53590,9522
14000US06013375000,58466,11180
14000US06013379000,43311,3259
14000US06013376000,39319,3308
14000US06013377000,37332,4775
14000US06013378000,98785,10891
14000US06017030502,99570,32814
14000US06017030402,45495,19409
14000US06013380000,81530,11956
14000US06013381000,47907,7283
14000US06013382000,42477,4254
14000US06013383000,78246,12327
14000US06017030504,79792,20148
14000US06013384000,104978,10715
14000US06013385100,136607,26421
14000US06013387000,69659,14933
14000US06013390200,116635,21378
14000US06013388000,93889,30013
14000US06013389100,100982,20673
14000US06013389200,65048,10493
14000US06013390100,148250,21770
14000US06013385200,130438,35588
14000US06013386000,59112,17762
14000US06013391000,143750,17112
14000US06013392000,136806,25290
14000US06015000101,26409,5925
14000US06013392200,82976,11729
14000US06015000102,37770,8687
14000US06015000104,30901,4328
14000US06015000202,53547,10343
14000US06013392300,155096,12279
14000US06015000203,36125,8872
14000US06015000105,57019,6962
14000US06015990000,,
14000US06017030505,68302,10787
14000US06017030200,55975,5675
14000US06017030301,51648,11260
14000US06015000201,61075,7008
14000US06017030601,88636,14071
14000US06017030602,69982,7725
14000US06017030704,112156,9292
14000US06017030706,121429,14058
14000US06017030803,79281,9843
14000US06017030804,110771,18519
14000US06017030603,57452,12335
14000US06017030709,144479,20783
14000US06017030701,128484,29936
14000US06017030710,147847,18640
14000US06017030810,61680,15579
14000US06017030801,101891,7894
14000US06017030807,100117,9251
14000US06017030808,95250,12130
14000US06017030809,78417,9182
14000US06017030901,86500,14090
14000US06017030902,107364,20041
14000US06017031200,63717,4196
14000US06017031000,63750,15415
14000US06017031301,85962,13925
14000US06017031100,62708,13548
14000US06017031600,39884,7254
14000US06017031302,40379,8880
14000US06017031402,53214,11474
14000US06017031404,79554,8534
14000US06017031405,75433,6064
14000US06017031406,80455,8967
14000US06017031700,161154,16390
14000US06017031502,58924,14020
14000US06019000100,14750,3437
14000US06017031800,158701,10796
14000US06017031503,73702,16964
14000US06017031900,70000,37930
14000US06017031504,61802,5269
14000US06017032000,74074,20750
14000US06019000902,20271,3160
14000US06019000502,35380,10181
14000US06019000200,25139,5872
14000US06019000300,32785,8989
14000US06019000400,33315,8464
14000US06019000501,23750,6549
14000US06019001000,27083,4121
14000US06019001202,38255,4154
14000US06019000600,21263,6528
14000US06019000700,21688,2006
14000US06019000800,21492,3038
14000US06019000901,24250,8212
14000US06019001100,36250,6427
14000US06019001201,39314,3816
14000US06019001411,50033,7612
14000US06019001407,23725,4674
14000US06019001408,17744,2171
14000US06019001301,26931,5185
14000US06019001303,33194,6226
14000US06019001304,27111,7273
14000US06019001409,93542,26913
14000US06019001412,63182,15151
14000US06019001410,65711,2876
14000US06019008302,33657,3787
14000US06019001413,88981,2529
14000US06019001414,82946,27317
14000US06019001600,45531,7328
14000US06019001500,41321,3863
14000US06019002400,21854,5044
14000US06019002000,22428,5541
14000US06019001700,57955,6791
14000US06019001800,49730,10473
14000US06019002501,26611,4557
14000US06019001900,50458,8222
14000US06019002100,38080,10852
14000US06019002200,37917,7791
14000US06019002300,28304,4073
14000US06019002502,18571,6007
14000US06019002602,48000,8540
14000US06019002601,32297,6640
14000US06019002701,27472,5832
14000US06019003900,47125,15211
14000US06019002702,23886,5557
14000US06019003301,33118,8235
14000US06019002903,23495,1873
14000US06019002800,23065,2618
14000US06019003001,40129,4228
14000US06019004001,53672,15137
14000US06019002904,35524,7259
14000US06019002905,33179,7156
14000US06019002906,43844,6579
14000US06019003003,32969,7564
14000US06019003103,34512,10851
14000US06019003004,49712,9950
14000US06019003104,50455,5737
14000US06019003201,49842,5802
14000US06019003102,41110,6098
14000US06019003202,24588,12972
14000US06019005516,87044,16218
14000US06019003702,39500,6307
14000US06019003302,29750,10814
14000US06019003400,32013,3719
14000US06019003500,43587,12106
14000US06019004406,52480,8545
14000US06019003803,71250,12134
14000US06019003807,34063,9171
14000US06019003600,67396,8446
14000US06019003804,62594,12672
14000US06019003701,40740,2775
14000US06019003808,60906,8391
14000US06019003809,47568,10309
14000US06019003805,34006,5929
14000US06019003810,66651,7012
14000US06019004213,66121,7422
14000US06019004002,40116,6882
14000US06019004100,50833,12794
14000US06019004214,74864,14246
14000US06019004205,46526,10794
14000US06019004207,76750,13008
14000US06019004208,86763,9155
14000US06019004210,50323,9122
14000US06019004211,59719,11317
14000US06019004212,45665,4182
14000US06019004215,74831,10168
14000US06019004301,139207,19704
14000US06019004216,78417,21122
14000US06019004302,90568,12088
14000US06019004303,96646,11223
14000US06019004506,78438,14539
14000US06019004404,33715,10664
14000US06019004405,116116,11589
14000US06019004408,75400,21097
14000US06019004409,53333,10951
14000US06019004503,58911,7908
14000US06019004504,40567,7059
14000US06019004601,67434,20246
14000US06019004505,38750,11008
14000US06019004602,84878,10245
14000US06019004704,21913,3884
14000US06019004701,37679,3748
14000US06019004801,34571,7896
14000US06019004703,40461,6265
14000US06019004802,26864,4386
14000US06019005204,36638,11492
14000US06019004901,47607,15174
14000US06019008401,41199,6866
14000US06019004902,66300,10476
14000US06019005000,51594,13579
14000US06019005100,33323,13869
14000US06019005202,23750,5444
14000US06019005301,44138,8106
14000US06019005203,38227,9066
14000US06019005302,37882,9351
14000US06019005305,52083,23444
14000US06019005304,35348,6947
14000US06019005403,23864,7040
14000US06019008402,46250,9284
14000US06019005405,72094,6415
14000US06019005406,65927,5997
14000US06019005407,68013,6521
14000US06019005504,84293,14600
14000US06019005408,15078,13029
14000US06019005409,34420,6905
14000US06019005410,54342,12004
14000US06019005503,92143,21226
14000US06023011500,60351,15873
14000US06019005505,110547,24752
14000US06019005507,96759,13880
14000US06019005510,61566,10938
14000US06019005508,94483,18391
14000US06019005512,95625,16748
14000US06019005517,119063,28547
14000US06019005509,70368,15626
14000US06019005518,109931,15212
14000US06019005513,107609,20834
14000US06019005514,101179,8241
14000US06019005524,136286,11735
14000US06019005515,90167,23227
14000US06019005607,40728,6670
14000US06019005608,41821,6328
14000US06019005701,43517,11099
14000US06019005702,71708,12415
14000US06019005703,88036,8007
14000US06019005520,131458,18048
14000US06019005522,125484,10500
14000US06019005704,53514,2354
14000US06019005801,58904,5544
14000US06019005802,124250,7835
14000US06019005804,62561,14649
14000US06019005525,112120,24258
14000US06019005602,38337,4842
14000US06019005605,96458,7805
14000US06019005805,93125,11788
14000US06019005606,76531,10375
14000US06019005904,87455,9115
14000US06019005905,120137,20295
14000US06019005907,91793,12825
14000US06019005909,111908,14590
14000US06019006100,43559,6431
14000US06019005911,97763,17565
14000US06019005912,99167,14036
14000US06019005906,85263,6817
14000US06019006000,50852,10352
14000US06019006201,29536,4508
14000US06019006403,67417,8263
14000US06019006602,37813,8713
14000US06019006202,44587,6084
14000US06019006603,47109,8856
14000US06019006404,102431,18767
14000US06019006300,66972,9178
14000US06019006405,72500,9285
14000US06019006604,40326,4509
14000US06019006402,72925,6931
14000US06019006700,51672,12744
14000US06019006501,27528,3025
14000US06019006502,25038,4206
14000US06019007100,33573,2379
14000US06019006900,34107,3702
14000US06019006802,32536,17132
14000US06019007201,64570,13909
14000US06019007500,43036,10263
14000US06019007002,37018,7585
14000US06019007202,63234,6473
14000US06019007003,52540,10234
14000US06019007600,42714,5390
14000US06019007300,53491,19455
14000US06019007700,52055,7891
14000US06019007004,59966,10836
14000US06019007901,,
14000US06019007400,42019,11008
14000US06019007801,41082,5437
14000US06019007802,21732,4342
14000US06021010400,45242,10241
14000US06019008501,30759,5570
14000US06019007902,54784,6446
14000US06019008000,67434,6930
14000US06021010501,46008,6084
14000US06019008100,54258,12008
14000US06019008200,35368,2734
14000US06019008301,27386,4084
14000US06019008502,34358,2544
14000US06021010100,44549,5264
14000US06021010200,52821,6816
14000US06021010300,45734,5593
14000US06021010502,58235,9790
14000US06023000300,43294,5042
14000US06023000100,27259,6742
14000US06023000400,43375,4739
14000US06023000200,42818,4707
14000US06023001300,39107,4945
14000US06023000500,30781,4295
14000US06023000600,59063,4908
14000US06023000700,58750,10137
14000US06023000800,61304,6270
14000US06023000900,61656,5607
14000US06023001000,24250,7432
14000US06023010102,41938,7689
14000US06023001101,37571,7980
14000US06023010200,48454,7876
14000US06023001200,44531,8118
14000US06023010300,51089,3887
14000US06023010501,52420,9474
14000US06023010502,47282,7884
14000US06023010400,57926,6498
14000US06023010600,71875,12259
14000US06023010700,57042,9759
14000US06023010901,41765,5164
14000US06023010902,51699,5352
14000US06023011600,31729,3088
14000US06023011000,50687,4076
14000US06023011100,37697,3230
14000US06023011200,50594,7568
14000US06023010800,46250,4577
14000US06023940000,36830,8722
14000US06023990100,,
14000US06025010200,37760,7689
14000US06025010101,2499,
14000US06025010300,61250,13492
14000US06025010102,32669,7036
14000US06025010400,25212,7974
14000US06025011201,84819,5587
14000US06025010500,43651,23001
14000US06025010600,73750,18925
14000US06025010700,33225,3753
14000US06025010800,76875,13325
14000US06025010900,46884,11942
14000US06025011000,80568,10127
14000US06025011100,34875,13396
14000US06025011202,23244,4903
14000US06025011300,44211,8061
14000US06025011400,31322,5150
14000US06025011600,41767,8687
14000US06025011500,30028,5436
14000US06025011700,48292,8444
14000US06025011900,50725,10635
14000US06025012301,50208,21498
14000US06025012001,19461,3640
14000US06025012002,59583,9460
14000US06025012100,22161,6285
14000US06025012200,34902,5618
14000US06025011801,98561,12500
14000US06025011802,51920,6855
14000US06025011803,100816,9173
14000US06025012302,29773,4779
14000US06027000200,77721,7580
14000US06025012400,28676,5433
14000US06027000300,93750,13054
14000US06025940000,23462,2331
14000US06027000400,42339,5374
14000US06027000100,55703,10349
14000US06027000500,52454,2788
14000US06029000101,55267,10799
14000US06029000503,112539,10730
14000US06029000102,41250,14562
14000US06029000200,28803,3200
14000US06029000300,31365,11865
14000US06029000400,20389,4383
14000US06027000800,40150,12369
14000US06029000504,36779,6073
14000US06029000505,80781,6166
14000US06029000600,26684,5338
14000US06029000506,62417,10232
14000US06029000700,53739,3266
14000US06029000904,52007,3664
14000US06029000507,69516,12042
14000US06029000905,65048,13966
14000US06029000800,54337,6625
14000US06029000902,43333,5531
14000US06029000908,59877,12378
14000US06029000903,46296,14757
14000US06029000906,51935,7861
14000US06029000907,48824,19876
14000US06029001102,38471,4422
14000US06029000909,98750,13623
14000US06029001103,31213,6551
14000US06029000910,68113,11317
14000US06029001201,35172,10284
14000US06029001000,61333,24920
14000US06029001202,22625,5273
14000US06029001500,25647,3097
14000US06029001101,34015,7804
14000US06029001600,26991,10329
14000US06029001300,22429,3117
14000US06029001901,43904,13177
14000US06029001400,25371,3005
14000US06029001700,65718,8219
14000US06029001801,49447,11903
14000US06029001802,59508,6501
14000US06029001902,34226,6012
14000US06029002301,39358,7064
14000US06029002000,27347,10455
14000US06029002302,34857,8063
14000US06029002700,35863,2654
14000US06029002100,26508,3253
14000US06029002400,42518,4875
14000US06029002804,51045,5782
14000US06029002200,20652,6064
14000US06029002806,66066,20593
14000US06029002500,30737,8020
14000US06029002600,33672,5132
14000US06029002816,48018,5544
14000US06029002811,124659,16224
14000US06029002807,100469,15163
14000US06029002808,107641,14467
14000US06029002817,39118,3727
14000US06029002812,35710,7518
14000US06029002813,37585,6040
14000US06029002818,77063,10522
14000US06029002814,35433,4945
14000US06029002820,85091,4742
14000US06029002821,79519,9238
14000US06029002819,69265,6209
14000US06029002900,39832,8563
14000US06029002815,46283,8746
14000US06029003115,38137,3232
14000US06029003103,39625,5571
14000US06029003000,34119,7209
14000US06029003121,40036,5792
14000US06029003124,76314,11200
14000US06029003112,41841,5038
14000US06029003122,47594,4114
14000US06029003113,47632,7557
14000US06029003202,55642,4687
14000US06029003123,85121,15434
14000US06029003203,85833,9703
14000US06029003114,60125,13070
14000US06029003400,35078,5249
14000US06029003205,70208,11175
14000US06029003206,75996,8640
14000US06029003204,115412,13098
14000US06029003306,53162,14957
14000US06029003500,52558,3603
14000US06029003804,96802,12721
14000US06029003303,35556,9919
14000US06029003304,61667,11781
14000US06029003805,97763,13002
14000US06029003600,37700,16126
14000US06029003806,110507,9757
14000US06029003305,33929,4638
14000US06029003700,41225,6746
14000US06029003807,86719,9944
14000US06029003803,126842,16534
14000US06029004200,42452,15939
14000US06029003812,72361,7365
14000US06029003813,110000,23517
14000US06029003808,84007,10268
14000US06029003809,103259,4615
14000US06029003810,129286,12941
14000US06029004301,43136,2664
14000US06029003811,76140,5752
14000US06029004102,26698,8338
14000US06029004500,35734,3628
14000US06029004601,,
14000US06029003900,83000,69528
14000US06029004000,51568,5694
14000US06029004101,47500,7724
14000US06029004302,,
14000US06029004702,31182,2061
14000US06029004800,29152,3985
14000US06029004603,,
14000US06029004604,54004,2164
14000US06029004401,43134,11096
14000US06029004701,35610,3253
14000US06029004901,35018,4411
14000US06029004402,26250,4647
14000US06029004902,52035,12541
14000US06029005204,35022,8491
14000US06029005003,42569,13823
14000US06029005404,65521,9812
14000US06029005501,69767,13288
14000US06029005004,53879,14361
14000US06029005103,52344,13298
14000US06029005104,94958,32613
14000US06029005201,33171,13545
14000US06029005300,32000,10540
14000US06029005203,38101,11016
14000US06029005506,69232,13277
14000US06029005401,64792,7201
14000US06029005507,50424,7310
14000US06029005402,75491,12049
14000US06029005508,43837,8126
14000US06029005403,63685,9585
14000US06029006100,49038,13984
14000US06029006003,52804,9399
14000US06029006004,40938,6647
14000US06029006006,85980,14661
14000US06029006007,61745,23807
14000US06029006008,79279,10967
14000US06029005600,48011,13178
14000US06029005700,75027,13154
14000US06029005801,84667,11787
14000US06029005802,41488,5503
14000US06029005900,23300,12176
14000US06029006201,37432,4046
14000US06029006202,53379,5791
14000US06029006301,39861,9395
14000US06029006304,31250,3698
14000US06029006303,35639,5010
14000US06029006401,40446,6121
14000US06031000403,58529,5076
14000US06029006403,41445,2901
14000US06029006404,29347,3508
14000US06029006500,36218,9907
14000US06031000100,94628,8059
14000US06031000200,48636,8769
14000US06031000300,52650,7914
14000US06031000402,76784,4791
14000US06033000600,44137,9215
14000US06031000404,65326,3582
14000US06031000601,98575,7299
14000US06031000405,42854,3320
14000US06031000602,81451,8328
14000US06031000500,50559,7681
14000US06031000701,79106,3564
14000US06031000900,36944,10998
14000US06031001001,70044,6284
14000US06031001100,33676,3825
14000US06031001002,45793,6445
14000US06031001003,46733,11980
14000US06035040200,53000,10621
14000US06031000702,66464,9599
14000US06031000800,37820,5233
14000US06031001200,55804,3686
14000US06031001500,42683,4373
14000US06031001300,30726,13411
14000US06031001601,41331,12035
14000US06031001401,38125,6865
14000US06031001602,,
14000US06033000100,41538,18963
14000US06031001402,35625,8654
14000US06033000300,46029,2366
14000US06031001701,41097,6008
14000US06033000701,28077,5107
14000US06031981800,,
14000US06033000400,45323,15315
14000US06033000501,33344,9354
14000US06033000502,43813,7631
14000US06033000702,30661,3166
14000US06033000801,24350,2442
14000US06033001000,49774,5037
14000US06033000802,34938,6173
14000US06033001100,63875,27743
14000US06035040302,72870,7175
14000US06033000900,52585,10134
14000US06035040303,43109,9073
14000US06033001200,44095,19805
14000US06033001300,59745,12058
14000US06035040500,89583,21859
14000US06035040100,42212,6312
14000US06035040304,32448,6816
14000US06035040305,62768,9674
14000US06035040400,55275,5079
14000US06035040600,51051,5545
14000US06037101110,53077,14466
14000US06037101220,41728,3976
14000US06037101122,88953,10913
14000US06037101300,86914,16911
14000US06037101400,71125,13820
14000US06037102105,52132,13547
14000US06037101210,32119,11957
14000US06037102107,106037,15261
14000US06037103101,89211,14223
14000US06037102103,76333,9467
14000US06037103300,93207,23552
14000US06037102104,70754,19606
14000US06037103102,74631,10652
14000US06037103200,71346,15358
14000US06037103400,81618,14657
14000US06037104124,84250,14640
14000US06037104103,86989,15789
14000US06037104201,51563,7849
14000US06037104310,69904,10117
14000US06037104105,52616,10831
14000US06037104320,52895,7585
14000US06037104203,46406,12110
14000US06037104108,50259,6187
14000US06037104204,63333,25678
14000US06037104401,69965,8528
14000US06037104704,48581,5348
14000US06037104403,55398,7514
14000US06037104404,55341,10255
14000US06037104500,60139,17684
14000US06037104610,60320,5590
14000US06037104810,74145,9617
14000US06037104620,62014,5620
14000US06037106020,75038,9533
14000US06037104821,68750,25978
14000US06037106111,93198,14434
14000US06037104701,32036,5303
14000US06037104822,55500,11909
14000US06037104703,39181,8653
14000US06037106112,90875,18991
14000US06037106010,71806,16946
14000US06037106113,85156,15059
14000US06037106603,114688,13180
14000US06037106407,37452,13346
14000US06037106408,49464,6502
14000US06037106114,54363,12727
14000US06037106403,62015,5603
14000US06037106405,57807,11581
14000US06037106406,77454,9348
14000US06037106604,58028,15198
14000US06037106510,91983,34313
14000US06037106520,63594,7761
14000US06037106641,108333,11887
14000US06037108201,125000,10228
14000US06037106642,106179,11382
14000US06037106643,151875,30343
14000US06037109500,44118,15078
14000US06037108202,108304,36027
14000US06037106645,110946,17845
14000US06037106646,105750,11803
14000US06037106648,65278,13454
14000US06037109100,59792,22622
14000US06037106649,82841,12832
14000US06037107010,56375,14964
14000US06037109200,112250,13952
14000US06037109300,84919,13563
14000US06037107020,81935,7602
14000US06037109400,77273,12367
14000US06037108101,141893,16643
14000US06037109800,96422,17046
14000US06037108102,95592,17234
14000US06037108103,159643,23850
14000US06037108104,130714,14687
14000US06037109601,92545,9840
14000US06037109603,53750,13520
14000US06037109604,88000,23560
14000US06037109700,98605,8025
14000US06037111100,86683,8350
14000US06037111201,85034,6062
14000US06037111204,150192,22886
14000US06037111202,80521,10095
14000US06037111205,76968,15431
14000US06037113213,84274,5892
14000US06037111206,114861,29680
14000US06037111301,68456,13421
14000US06037113212,79009,7718
14000US06037111302,66850,13107
14000US06037111400,59875,9364
14000US06037113101,105781,15105
14000US06037113102,138333,28290
14000US06037113211,93009,10767
14000US06037113231,105208,15439
14000US06037113232,112105,26349
14000US06037113233,47500,5117
14000US06037113235,88750,12410
14000US06037113234,56375,5335
14000US06037113237,82821,11889
14000US06037115101,138750,20463
14000US06037113301,66500,9854
14000US06037113303,83971,14992
14000US06037113321,68904,13777
14000US06037113322,93795,16641
14000US06037113401,84923,7103
14000US06037113421,61228,6916
14000US06037113422,74262,8336
14000US06037115103,41818,20266
14000US06037115104,51094,15889
14000US06037115301,94615,17863
14000US06037115201,63768,13927
14000US06037115302,46544,6094
14000US06037115202,61202,24960
14000US06037115401,61483,9361
14000US06037115404,63659,14009
14000US06037117202,79464,32786
14000US06037117101,79005,10890
14000US06037117102,62643,6767
14000US06037117201,55750,17039
14000US06037115403,52500,5266
14000US06037139703,123750,28704
14000US06037117301,95391,12833
14000US06037139801,137917,49429
14000US06037117302,95303,19056
14000US06037117303,81517,8434
14000US06037139802,144031,29850
14000US06037117510,42432,8791
14000US06037117404,85448,15482
14000US06037117405,36582,5471
14000US06037117407,28512,4669
14000US06037117408,34630,6044
14000US06037119002,79846,7152
14000US06037117520,37375,5895
14000US06037117530,51875,6285
14000US06037119001,76932,13829
14000US06037141303,72847,14068
14000US06037119201,74012,15125
14000US06037119700,79986,15912
14000US06037119202,64196,9732
14000US06037119310,47049,7467
14000US06037141304,84286,16349
14000US06037119320,63375,36585
14000US06037119340,29891,3652
14000US06037119341,47778,3826
14000US06037119342,52083,5962
14000US06037119800,74906,9096
14000US06037119400,81711,9652
14000US06037120030,27162,3070
14000US06037120103,28073,3994
14000US06037119900,74183,18047
14000US06037120104,36375,5015
14000US06037120010,50500,11525
14000US06037120105,32202,6458
14000US06037120020,32551,5687
14000US06037120400,51554,4749
14000US06037143902,120781,16765
14000US06037120106,31897,5396
14000US06037120107,27986,4747
14000US06037120108,36707,6594
14000US06037120300,67241,8935
14000US06037121010,64135,13869
14000US06037121020,50685,4394
14000US06037121101,50833,7293
14000US06037121102,46628,10348
14000US06037189202,115291,9312
14000US06037121210,62109,19369
14000US06037122120,54722,15510
14000US06037121221,60278,6925
14000US06037121222,48883,10209
14000US06037121600,78750,10510
14000US06037121801,34628,8762
14000US06037122121,49318,6631
14000US06037121802,64293,11476
14000US06037121900,52708,11912
14000US06037122000,72715,10012
14000US06037189702,84583,20903
14000US06037122122,40156,6954
14000US06037122200,58818,4594
14000US06037203900,49712,8857
14000US06037204110,46875,20029
14000US06037122410,31397,10766
14000US06037123205,46295,5354
14000US06037122420,42000,8477
14000US06037123010,32768,12677
14000US06037123020,51042,16727
14000US06037204120,46964,6997
14000US06037123103,45000,10739
14000US06037123104,43012,3941
14000US06037123206,34458,5919
14000US06037123203,39454,7381
14000US06037123204,39970,5658
14000US06037123301,60144,15829
14000US06037123303,40700,5335
14000US06037204200,32378,6173
14000US06037204810,44864,7133
14000US06037123304,37935,9570
14000US06037123410,52500,12215
14000US06037123420,43290,4382
14000US06037123510,47292,12044
14000US06037123520,53098,9698
14000US06037124104,39083,8348
14000US06037123901,50132,16069
14000US06037123601,54283,8147
14000US06037123602,55641,8958
14000US06037123700,66726,18646
14000US06037123800,63333,23695
14000US06037123902,65977,11641
14000US06037124105,44177,3379
14000US06037124000,84201,11189
14000US06037204820,39907,11117
14000US06037124201,52917,10017
14000US06037124102,46723,4241
14000US06037124203,48750,8026
14000US06037124103,41702,3301
14000US06037124204,48041,6953
14000US06037125320,34681,12439
14000US06037124902,34572,7221
14000US06037124903,56223,7607
14000US06037124300,42643,10646
14000US06037124400,75670,17239
14000US06037124500,91667,8763
14000US06037124600,71750,13656
14000US06037125401,59824,11265
14000US06037124700,90795,31868
14000US06037125100,66134,18252
14000US06037125200,64219,21461
14000US06037125402,66546,18024
14000US06037125310,53022,6043
14000US06037125501,47227,12800
14000US06037125502,65919,8009
14000US06037127520,29842,4543
14000US06037127210,51658,8599
14000US06037127220,40665,3655
14000US06037127300,53476,12098
14000US06037125600,81357,25837
14000US06037127102,43579,6956
14000US06037127103,42477,9899
14000US06037127104,39931,12429
14000US06037127711,63650,8843
14000US06037127603,40731,4827
14000US06037127400,48193,5013
14000US06037127604,41753,5314
14000US06037127605,41701,7610
14000US06037127606,62736,5461
14000US06037127806,36633,6656
14000US06037128102,45517,10067
14000US06037127910,41083,5435
14000US06037127920,54038,15982
14000US06037128101,57313,11277
14000US06037127712,39333,6344
14000US06037127803,36269,5779
14000US06037127804,50564,4711
14000US06037127805,43135,8553
14000US06037128210,31223,7932
14000US06037134423,100427,15880
14000US06037128220,38910,6658
14000US06037128302,45508,8179
14000US06037131010,55323,6094
14000US06037128303,38243,8896
14000US06037128400,75000,18968
14000US06037128500,64676,8215
14000US06037128601,44963,17092
14000US06037128702,74120,17259
14000US06037131020,67500,12647
14000US06037128801,61821,7430
14000US06037128602,85670,16628
14000US06037131100,68553,18733
14000US06037128802,88375,7402
14000US06037131200,69250,15088
14000US06037128910,91161,18545
14000US06037137104,103799,19189
14000US06037134424,141875,11578
14000US06037131300,68077,8680
14000US06037131400,65255,7082
14000US06037132002,102989,23731
14000US06037131600,68214,11531
14000US06037131701,53561,9379
14000US06037131702,67054,10826
14000US06037131800,61758,11286
14000US06037132101,72908,7322
14000US06037131900,75255,7315
14000US06037132001,75000,19823
14000US06037139402,128529,20179
14000US06037132501,53828,11878
14000US06037132102,50664,20073
14000US06037132300,42708,4697
14000US06037132502,59917,14461
14000US06037139702,202471,34740
14000US06037133100,51417,7228
14000US06037134103,76250,14628
14000US06037134001,57061,10320
14000US06037132700,68553,9156
14000US06037132900,80202,19692
14000US06037133000,67782,6047
14000US06037134104,57355,8845
14000US06037134002,53594,17564
14000US06037134101,66360,7533
14000US06037134201,90528,9680
14000US06037134302,95833,17098
14000US06037134303,88526,22758
14000US06037134520,41894,9539
14000US06037134304,73152,10338
14000US06037134720,63510,8422
14000US06037134305,40000,5647
14000US06037134306,73516,17372
14000US06037134421,131250,19140
14000US06037134422,108929,9990
14000US06037134521,51932,9548
14000US06037134522,37003,3083
14000US06037134710,43708,13208
14000US06037134800,80109,10558
14000US06037134901,68382,16985
14000US06037134903,63185,17195
14000US06037134905,79985,12221
14000US06037134904,44774,10393
14000US06037135102,127721,32746
14000US06037135201,107407,13610
14000US06037135111,100911,12983
14000US06037137201,75988,9523
14000US06037135113,75833,7305
14000US06037135114,60101,4517
14000US06037135202,108500,12425
14000US06037135203,115519,10321
14000US06037137000,115402,25201
14000US06037137103,76906,9375
14000US06037137301,152188,23447
14000US06037137501,85089,12672
14000US06037137302,134971,14430
14000US06037137502,99836,27090
14000US06037137401,109821,17410
14000US06037137504,158500,43155
14000US06037139200,67420,21944
14000US06037137402,100781,20503
14000US06037139301,105192,12782
14000US06037138000,128026,25331
14000US06037139502,69048,10784
14000US06037139001,80156,20952
14000US06037139302,51157,7180
14000US06037139303,53297,6188
14000US06037139401,63048,12156
14000US06037139503,56479,9252
14000US06037141101,63047,14139
14000US06037139504,56082,9462
14000US06037141102,95391,14026
14000US06037141400,96744,12519
14000US06037139600,79023,10707
14000US06037141500,214313,50506
14000US06037141201,67321,12136
14000US06037141202,75403,5491
14000US06037139701,144337,21059
14000US06037141302,88289,5902
14000US06037141600,195071,18940
14000US06037143603,77667,9207
14000US06037141700,205188,32502
14000US06037143100,97727,17641
14000US06037143200,74063,8459
14000US06037143300,87125,21544
14000US06037143604,63275,6926
14000US06037143400,106920,11440
14000US06037143700,106818,15591
14000US06037143500,91563,18925
14000US06037143602,84336,24465
14000US06037181600,74205,10667
14000US06037181000,117409,9791
14000US06037181300,107371,12159
14000US06037181400,57382,17206
14000US06037181500,108269,19191
14000US06037143800,132366,23911
14000US06037183220,56710,5511
14000US06037183101,57893,20084
14000US06037143901,208438,32409
14000US06037183103,59076,5269
14000US06037183104,76034,15100
14000US06037183221,62011,8043
14000US06037183610,56563,7551
14000US06037183222,70089,21174
14000US06037183300,73765,2902
14000US06037183401,59211,9167
14000US06037183402,60972,11679
14000US06037183620,56597,14434
14000US06037183510,70357,10839
14000US06037183810,47350,11676
14000US06037183701,49386,13302
14000US06037183820,37857,10108
14000US06037183520,44276,11206
14000US06037183702,54602,9847
14000US06037206020,89333,14092
14000US06037185100,101103,34786
14000US06037207400,,
14000US06037185202,63545,8407
14000US06037186201,62125,12329
14000US06037208301,45000,29686
14000US06037185203,48796,11286
14000US06037185204,85625,11154
14000US06037185310,58194,16784
